year;indicator;perspective;group;country;amount;unit;population;region;ocde
2005;Climate Change (Short-Term);Consumption footprint;CH4;Liberia;3.40935;Million tonnes CO2 eq.;9.582270078;Africa;no
2005;Climate Change (Short-Term);Consumption footprint;CO2;Liberia;1.68768;Million tonnes CO2 eq.;9.582270078;Africa;no
2005;Climate Change (Short-Term);Consumption footprint;N2O;Liberia;0.39725;Million tonnes CO2 eq.;9.582270078;Africa;no
2005;Climate Change (Short-Term);Domestic production;CH4;Liberia;1.20478;Million tonnes CO2 eq.;9.582270078;Africa;no
2005;Climate Change (Short-Term);Domestic production;CO2;Liberia;0.42712;Million tonnes CO2 eq.;9.582270078;Africa;no
2005;Climate Change (Short-Term);Domestic production;N2O;Liberia;0.13484;Million tonnes CO2 eq.;9.582270078;Africa;no
2006;Climate Change (Short-Term);Consumption footprint;CH4;Liberia;3.15675;Million tonnes CO2 eq.;9.582270078;Africa;no
2006;Climate Change (Short-Term);Consumption footprint;CO2;Liberia;1.54448;Million tonnes CO2 eq.;9.582270078;Africa;no
2006;Climate Change (Short-Term);Consumption footprint;N2O;Liberia;0.37192;Million tonnes CO2 eq.;9.582270078;Africa;no
2006;Climate Change (Short-Term);Domestic production;CH4;Liberia;1.34611;Million tonnes CO2 eq.;9.582270078;Africa;no
2006;Climate Change (Short-Term);Domestic production;CO2;Liberia;0.52593;Million tonnes CO2 eq.;9.582270078;Africa;no
2006;Climate Change (Short-Term);Domestic production;N2O;Liberia;0.14794;Million tonnes CO2 eq.;9.582270078;Africa;no
2007;Climate Change (Short-Term);Consumption footprint;CH4;Liberia;2.03653;Million tonnes CO2 eq.;9.582270078;Africa;no
2007;Climate Change (Short-Term);Consumption footprint;CO2;Liberia;0.93039;Million tonnes CO2 eq.;9.582270078;Africa;no
2007;Climate Change (Short-Term);Consumption footprint;N2O;Liberia;0.28228;Million tonnes CO2 eq.;9.582270078;Africa;no
2007;Climate Change (Short-Term);Domestic production;CH4;Liberia;1.32785;Million tonnes CO2 eq.;9.582270078;Africa;no
2007;Climate Change (Short-Term);Domestic production;CO2;Liberia;0.5631;Million tonnes CO2 eq.;9.582270078;Africa;no
2007;Climate Change (Short-Term);Domestic production;N2O;Liberia;0.153;Million tonnes CO2 eq.;9.582270078;Africa;no
2008;Climate Change (Short-Term);Consumption footprint;CH4;Liberia;2.39051;Million tonnes CO2 eq.;9.582270078;Africa;no
2008;Climate Change (Short-Term);Consumption footprint;CO2;Liberia;1.02033;Million tonnes CO2 eq.;9.582270078;Africa;no
2008;Climate Change (Short-Term);Consumption footprint;N2O;Liberia;0.30779;Million tonnes CO2 eq.;9.582270078;Africa;no
2008;Climate Change (Short-Term);Domestic production;CH4;Liberia;1.39062;Million tonnes CO2 eq.;9.582270078;Africa;no
2008;Climate Change (Short-Term);Domestic production;CO2;Liberia;0.54147;Million tonnes CO2 eq.;9.582270078;Africa;no
2008;Climate Change (Short-Term);Domestic production;N2O;Liberia;0.16129;Million tonnes CO2 eq.;9.582270078;Africa;no
2009;Climate Change (Short-Term);Consumption footprint;CH4;Liberia;2.4871;Million tonnes CO2 eq.;9.582270078;Africa;no
2009;Climate Change (Short-Term);Consumption footprint;CO2;Liberia;0.95616;Million tonnes CO2 eq.;9.582270078;Africa;no
2009;Climate Change (Short-Term);Consumption footprint;N2O;Liberia;0.34024;Million tonnes CO2 eq.;9.582270078;Africa;no
2009;Climate Change (Short-Term);Domestic production;CH4;Liberia;1.46348;Million tonnes CO2 eq.;9.582270078;Africa;no
2009;Climate Change (Short-Term);Domestic production;CO2;Liberia;0.50315;Million tonnes CO2 eq.;9.582270078;Africa;no
2009;Climate Change (Short-Term);Domestic production;N2O;Liberia;0.16957;Million tonnes CO2 eq.;9.582270078;Africa;no
2010;Climate Change (Short-Term);Consumption footprint;CH4;Liberia;2.42001;Million tonnes CO2 eq.;9.582270078;Africa;no
2010;Climate Change (Short-Term);Consumption footprint;CO2;Liberia;1.02041;Million tonnes CO2 eq.;9.582270078;Africa;no
2010;Climate Change (Short-Term);Consumption footprint;N2O;Liberia;0.31859;Million tonnes CO2 eq.;9.582270078;Africa;no
2010;Climate Change (Short-Term);Domestic production;CH4;Liberia;1.51483;Million tonnes CO2 eq.;9.582270078;Africa;no
2010;Climate Change (Short-Term);Domestic production;CO2;Liberia;0.51895;Million tonnes CO2 eq.;9.582270078;Africa;no
2010;Climate Change (Short-Term);Domestic production;N2O;Liberia;0.17957;Million tonnes CO2 eq.;9.582270078;Africa;no
2011;Climate Change (Short-Term);Consumption footprint;CH4;Liberia;2.52846;Million tonnes CO2 eq.;9.582270078;Africa;no
2011;Climate Change (Short-Term);Consumption footprint;CO2;Liberia;1.24794;Million tonnes CO2 eq.;9.582270078;Africa;no
2011;Climate Change (Short-Term);Consumption footprint;N2O;Liberia;0.30582;Million tonnes CO2 eq.;9.582270078;Africa;no
2011;Climate Change (Short-Term);Domestic production;CH4;Liberia;1.60102;Million tonnes CO2 eq.;9.582270078;Africa;no
2011;Climate Change (Short-Term);Domestic production;CO2;Liberia;0.60853;Million tonnes CO2 eq.;9.582270078;Africa;no
2011;Climate Change (Short-Term);Domestic production;N2O;Liberia;0.19176;Million tonnes CO2 eq.;9.582270078;Africa;no
2012;Climate Change (Short-Term);Consumption footprint;CH4;Liberia;2.51223;Million tonnes CO2 eq.;9.582270078;Africa;no
2012;Climate Change (Short-Term);Consumption footprint;CO2;Liberia;1.25789;Million tonnes CO2 eq.;9.582270078;Africa;no
2012;Climate Change (Short-Term);Consumption footprint;N2O;Liberia;0.2949;Million tonnes CO2 eq.;9.582270078;Africa;no
2012;Climate Change (Short-Term);Domestic production;CH4;Liberia;1.64122;Million tonnes CO2 eq.;9.582270078;Africa;no
2012;Climate Change (Short-Term);Domestic production;CO2;Liberia;0.64926;Million tonnes CO2 eq.;9.582270078;Africa;no
2012;Climate Change (Short-Term);Domestic production;N2O;Liberia;0.19855;Million tonnes CO2 eq.;9.582270078;Africa;no
2013;Climate Change (Short-Term);Consumption footprint;CH4;Liberia;2.46825;Million tonnes CO2 eq.;9.582270078;Africa;no
2013;Climate Change (Short-Term);Consumption footprint;CO2;Liberia;1.51711;Million tonnes CO2 eq.;9.582270078;Africa;no
2013;Climate Change (Short-Term);Consumption footprint;N2O;Liberia;0.29495;Million tonnes CO2 eq.;9.582270078;Africa;no
2013;Climate Change (Short-Term);Domestic production;CH4;Liberia;1.66296;Million tonnes CO2 eq.;9.582270078;Africa;no
2013;Climate Change (Short-Term);Domestic production;CO2;Liberia;0.93865;Million tonnes CO2 eq.;9.582270078;Africa;no
2013;Climate Change (Short-Term);Domestic production;N2O;Liberia;0.20555;Million tonnes CO2 eq.;9.582270078;Africa;no
2014;Climate Change (Short-Term);Consumption footprint;CH4;Liberia;2.74822;Million tonnes CO2 eq.;9.582270078;Africa;no
2014;Climate Change (Short-Term);Consumption footprint;CO2;Liberia;1.39018;Million tonnes CO2 eq.;9.582270078;Africa;no
2014;Climate Change (Short-Term);Consumption footprint;N2O;Liberia;0.32808;Million tonnes CO2 eq.;9.582270078;Africa;no
2014;Climate Change (Short-Term);Domestic production;CH4;Liberia;1.74469;Million tonnes CO2 eq.;9.582270078;Africa;no
2014;Climate Change (Short-Term);Domestic production;CO2;Liberia;1.00004;Million tonnes CO2 eq.;9.582270078;Africa;no
2014;Climate Change (Short-Term);Domestic production;N2O;Liberia;0.21099;Million tonnes CO2 eq.;9.582270078;Africa;no
2015;Climate Change (Short-Term);Consumption footprint;CH4;Liberia;2.86237;Million tonnes CO2 eq.;9.582270078;Africa;no
2015;Climate Change (Short-Term);Consumption footprint;CO2;Liberia;1.72249;Million tonnes CO2 eq.;9.582270078;Africa;no
2015;Climate Change (Short-Term);Consumption footprint;N2O;Liberia;0.35527;Million tonnes CO2 eq.;9.582270078;Africa;no
2015;Climate Change (Short-Term);Domestic production;CH4;Liberia;1.80661;Million tonnes CO2 eq.;9.582270078;Africa;no
2015;Climate Change (Short-Term);Domestic production;CO2;Liberia;0.98635;Million tonnes CO2 eq.;9.582270078;Africa;no
2015;Climate Change (Short-Term);Domestic production;N2O;Liberia;0.21501;Million tonnes CO2 eq.;9.582270078;Africa;no
2016;Climate Change (Short-Term);Consumption footprint;CH4;Liberia;3.00481;Million tonnes CO2 eq.;9.582270078;Africa;no
2016;Climate Change (Short-Term);Consumption footprint;CO2;Liberia;1.72585;Million tonnes CO2 eq.;9.582270078;Africa;no
2016;Climate Change (Short-Term);Consumption footprint;N2O;Liberia;0.37517;Million tonnes CO2 eq.;9.582270078;Africa;no
2016;Climate Change (Short-Term);Domestic production;CH4;Liberia;1.8066;Million tonnes CO2 eq.;9.582270078;Africa;no
2016;Climate Change (Short-Term);Domestic production;CO2;Liberia;1.00373;Million tonnes CO2 eq.;9.582270078;Africa;no
2016;Climate Change (Short-Term);Domestic production;N2O;Liberia;0.21566;Million tonnes CO2 eq.;9.582270078;Africa;no
2017;Climate Change (Short-Term);Consumption footprint;CH4;Liberia;2.86838;Million tonnes CO2 eq.;9.582270078;Africa;no
2017;Climate Change (Short-Term);Consumption footprint;CO2;Liberia;1.72201;Million tonnes CO2 eq.;9.582270078;Africa;no
2017;Climate Change (Short-Term);Consumption footprint;N2O;Liberia;0.35969;Million tonnes CO2 eq.;9.582270078;Africa;no
2017;Climate Change (Short-Term);Domestic production;CH4;Liberia;1.80661;Million tonnes CO2 eq.;9.582270078;Africa;no
2017;Climate Change (Short-Term);Domestic production;CO2;Liberia;1.11578;Million tonnes CO2 eq.;9.582270078;Africa;no
2017;Climate Change (Short-Term);Domestic production;N2O;Liberia;0.21615;Million tonnes CO2 eq.;9.582270078;Africa;no
2018;Climate Change (Short-Term);Consumption footprint;CH4;Liberia;2.29093;Million tonnes CO2 eq.;9.582270078;Africa;no
2018;Climate Change (Short-Term);Consumption footprint;CO2;Liberia;1.59692;Million tonnes CO2 eq.;9.582270078;Africa;no
2018;Climate Change (Short-Term);Consumption footprint;N2O;Liberia;0.30662;Million tonnes CO2 eq.;9.582270078;Africa;no
2018;Climate Change (Short-Term);Domestic production;CH4;Liberia;1.8066;Million tonnes CO2 eq.;9.582270078;Africa;no
2018;Climate Change (Short-Term);Domestic production;CO2;Liberia;1.15376;Million tonnes CO2 eq.;9.582270078;Africa;no
2018;Climate Change (Short-Term);Domestic production;N2O;Liberia;0.21539;Million tonnes CO2 eq.;9.582270078;Africa;no
1990;Climate Change (Short-Term);Consumption footprint;CH4;Libya;16.27234;Million tonnes CO2 eq.;13.45134118;Africa;no
1990;Climate Change (Short-Term);Consumption footprint;CO2;Libya;28.17596;Million tonnes CO2 eq.;13.45134118;Africa;no
1990;Climate Change (Short-Term);Consumption footprint;N2O;Libya;2.79901;Million tonnes CO2 eq.;13.45134118;Africa;no
1990;Climate Change (Short-Term);Domestic production;CH4;Libya;57.4869;Million tonnes CO2 eq.;13.45134118;Africa;no
1990;Climate Change (Short-Term);Domestic production;CO2;Libya;35.82459;Million tonnes CO2 eq.;13.45134118;Africa;no
1990;Climate Change (Short-Term);Domestic production;N2O;Libya;0.94724;Million tonnes CO2 eq.;13.45134118;Africa;no
1991;Climate Change (Short-Term);Consumption footprint;CH4;Libya;17.74443;Million tonnes CO2 eq.;13.45134118;Africa;no
1991;Climate Change (Short-Term);Consumption footprint;CO2;Libya;25.61143;Million tonnes CO2 eq.;13.45134118;Africa;no
1991;Climate Change (Short-Term);Consumption footprint;N2O;Libya;3.10627;Million tonnes CO2 eq.;13.45134118;Africa;no
1991;Climate Change (Short-Term);Domestic production;CH4;Libya;57.37187;Million tonnes CO2 eq.;13.45134118;Africa;no
1991;Climate Change (Short-Term);Domestic production;CO2;Libya;35.2632;Million tonnes CO2 eq.;13.45134118;Africa;no
1991;Climate Change (Short-Term);Domestic production;N2O;Libya;0.93888;Million tonnes CO2 eq.;13.45134118;Africa;no
1992;Climate Change (Short-Term);Consumption footprint;CH4;Libya;19.06351;Million tonnes CO2 eq.;13.45134118;Africa;no
1992;Climate Change (Short-Term);Consumption footprint;CO2;Libya;24.28595;Million tonnes CO2 eq.;13.45134118;Africa;no
1992;Climate Change (Short-Term);Consumption footprint;N2O;Libya;3.17998;Million tonnes CO2 eq.;13.45134118;Africa;no
1992;Climate Change (Short-Term);Domestic production;CH4;Libya;63.61145;Million tonnes CO2 eq.;13.45134118;Africa;no
1992;Climate Change (Short-Term);Domestic production;CO2;Libya;36.07941;Million tonnes CO2 eq.;13.45134118;Africa;no
1992;Climate Change (Short-Term);Domestic production;N2O;Libya;0.89627;Million tonnes CO2 eq.;13.45134118;Africa;no
1993;Climate Change (Short-Term);Consumption footprint;CH4;Libya;20.24617;Million tonnes CO2 eq.;13.45134118;Africa;no
1993;Climate Change (Short-Term);Consumption footprint;CO2;Libya;30.32591;Million tonnes CO2 eq.;13.45134118;Africa;no
1993;Climate Change (Short-Term);Consumption footprint;N2O;Libya;3.41321;Million tonnes CO2 eq.;13.45134118;Africa;no
1993;Climate Change (Short-Term);Domestic production;CH4;Libya;69.67439;Million tonnes CO2 eq.;13.45134118;Africa;no
1993;Climate Change (Short-Term);Domestic production;CO2;Libya;38.42292;Million tonnes CO2 eq.;13.45134118;Africa;no
1993;Climate Change (Short-Term);Domestic production;N2O;Libya;0.95217;Million tonnes CO2 eq.;13.45134118;Africa;no
1994;Climate Change (Short-Term);Consumption footprint;CH4;Libya;19.15386;Million tonnes CO2 eq.;13.45134118;Africa;no
1994;Climate Change (Short-Term);Consumption footprint;CO2;Libya;30.63116;Million tonnes CO2 eq.;13.45134118;Africa;no
1994;Climate Change (Short-Term);Consumption footprint;N2O;Libya;2.96725;Million tonnes CO2 eq.;13.45134118;Africa;no
1994;Climate Change (Short-Term);Domestic production;CH4;Libya;71.70519;Million tonnes CO2 eq.;13.45134118;Africa;no
1994;Climate Change (Short-Term);Domestic production;CO2;Libya;44.36495;Million tonnes CO2 eq.;13.45134118;Africa;no
1994;Climate Change (Short-Term);Domestic production;N2O;Libya;0.96371;Million tonnes CO2 eq.;13.45134118;Africa;no
1995;Climate Change (Short-Term);Consumption footprint;CH4;Libya;19.59946;Million tonnes CO2 eq.;13.45134118;Africa;no
1995;Climate Change (Short-Term);Consumption footprint;CO2;Libya;30.48109;Million tonnes CO2 eq.;13.45134118;Africa;no
1995;Climate Change (Short-Term);Consumption footprint;N2O;Libya;3.5246;Million tonnes CO2 eq.;13.45134118;Africa;no
1995;Climate Change (Short-Term);Domestic production;CH4;Libya;73.98982;Million tonnes CO2 eq.;13.45134118;Africa;no
1995;Climate Change (Short-Term);Domestic production;CO2;Libya;47.77766;Million tonnes CO2 eq.;13.45134118;Africa;no
1995;Climate Change (Short-Term);Domestic production;N2O;Libya;1.05285;Million tonnes CO2 eq.;13.45134118;Africa;no
1996;Climate Change (Short-Term);Consumption footprint;CH4;Libya;15.45045;Million tonnes CO2 eq.;13.45134118;Africa;no
1996;Climate Change (Short-Term);Consumption footprint;CO2;Libya;30.71036;Million tonnes CO2 eq.;13.45134118;Africa;no
1996;Climate Change (Short-Term);Consumption footprint;N2O;Libya;1.9838;Million tonnes CO2 eq.;13.45134118;Africa;no
1996;Climate Change (Short-Term);Domestic production;CH4;Libya;71.7647;Million tonnes CO2 eq.;13.45134118;Africa;no
1996;Climate Change (Short-Term);Domestic production;CO2;Libya;50.57815;Million tonnes CO2 eq.;13.45134118;Africa;no
1996;Climate Change (Short-Term);Domestic production;N2O;Libya;1.03305;Million tonnes CO2 eq.;13.45134118;Africa;no
1997;Climate Change (Short-Term);Consumption footprint;CH4;Libya;14.24907;Million tonnes CO2 eq.;13.45134118;Africa;no
1997;Climate Change (Short-Term);Consumption footprint;CO2;Libya;30.82731;Million tonnes CO2 eq.;13.45134118;Africa;no
1997;Climate Change (Short-Term);Consumption footprint;N2O;Libya;2.03601;Million tonnes CO2 eq.;13.45134118;Africa;no
1997;Climate Change (Short-Term);Domestic production;CH4;Libya;53.45413;Million tonnes CO2 eq.;13.45134118;Africa;no
1997;Climate Change (Short-Term);Domestic production;CO2;Libya;46.70124;Million tonnes CO2 eq.;13.45134118;Africa;no
1997;Climate Change (Short-Term);Domestic production;N2O;Libya;1.03416;Million tonnes CO2 eq.;13.45134118;Africa;no
1998;Climate Change (Short-Term);Consumption footprint;CH4;Libya;13.5394;Million tonnes CO2 eq.;13.45134118;Africa;no
1998;Climate Change (Short-Term);Consumption footprint;CO2;Libya;31.5216;Million tonnes CO2 eq.;13.45134118;Africa;no
1998;Climate Change (Short-Term);Consumption footprint;N2O;Libya;2.02404;Million tonnes CO2 eq.;13.45134118;Africa;no
1998;Climate Change (Short-Term);Domestic production;CH4;Libya;44.58008;Million tonnes CO2 eq.;13.45134118;Africa;no
1998;Climate Change (Short-Term);Domestic production;CO2;Libya;46.35951;Million tonnes CO2 eq.;13.45134118;Africa;no
1998;Climate Change (Short-Term);Domestic production;N2O;Libya;1.0592;Million tonnes CO2 eq.;13.45134118;Africa;no
1999;Climate Change (Short-Term);Consumption footprint;CH4;Libya;11.00071;Million tonnes CO2 eq.;13.45134118;Africa;no
1999;Climate Change (Short-Term);Consumption footprint;CO2;Libya;31.56913;Million tonnes CO2 eq.;13.45134118;Africa;no
1999;Climate Change (Short-Term);Consumption footprint;N2O;Libya;1.92599;Million tonnes CO2 eq.;13.45134118;Africa;no
1999;Climate Change (Short-Term);Domestic production;CH4;Libya;37.74104;Million tonnes CO2 eq.;13.45134118;Africa;no
1999;Climate Change (Short-Term);Domestic production;CO2;Libya;44.72656;Million tonnes CO2 eq.;13.45134118;Africa;no
1999;Climate Change (Short-Term);Domestic production;N2O;Libya;1.07002;Million tonnes CO2 eq.;13.45134118;Africa;no
2000;Climate Change (Short-Term);Consumption footprint;CH4;Libya;9.56188;Million tonnes CO2 eq.;13.45134118;Africa;no
2000;Climate Change (Short-Term);Consumption footprint;CO2;Libya;27.2983;Million tonnes CO2 eq.;13.45134118;Africa;no
2000;Climate Change (Short-Term);Consumption footprint;N2O;Libya;1.71593;Million tonnes CO2 eq.;13.45134118;Africa;no
2000;Climate Change (Short-Term);Domestic production;CH4;Libya;36.30408;Million tonnes CO2 eq.;13.45134118;Africa;no
2000;Climate Change (Short-Term);Domestic production;CO2;Libya;47.50706;Million tonnes CO2 eq.;13.45134118;Africa;no
2000;Climate Change (Short-Term);Domestic production;N2O;Libya;0.99227;Million tonnes CO2 eq.;13.45134118;Africa;no
2001;Climate Change (Short-Term);Consumption footprint;CH4;Libya;8.51642;Million tonnes CO2 eq.;13.45134118;Africa;no
2001;Climate Change (Short-Term);Consumption footprint;CO2;Libya;24.41422;Million tonnes CO2 eq.;13.45134118;Africa;no
2001;Climate Change (Short-Term);Consumption footprint;N2O;Libya;1.37579;Million tonnes CO2 eq.;13.45134118;Africa;no
2001;Climate Change (Short-Term);Domestic production;CH4;Libya;33.16303;Million tonnes CO2 eq.;13.45134118;Africa;no
2001;Climate Change (Short-Term);Domestic production;CO2;Libya;47.1551;Million tonnes CO2 eq.;13.45134118;Africa;no
2001;Climate Change (Short-Term);Domestic production;N2O;Libya;1.06599;Million tonnes CO2 eq.;13.45134118;Africa;no
2002;Climate Change (Short-Term);Consumption footprint;CH4;Libya;9.34406;Million tonnes CO2 eq.;13.45134118;Africa;no
2002;Climate Change (Short-Term);Consumption footprint;CO2;Libya;25.95541;Million tonnes CO2 eq.;13.45134118;Africa;no
2002;Climate Change (Short-Term);Consumption footprint;N2O;Libya;1.54379;Million tonnes CO2 eq.;13.45134118;Africa;no
2002;Climate Change (Short-Term);Domestic production;CH4;Libya;32.29791;Million tonnes CO2 eq.;13.45134118;Africa;no
2002;Climate Change (Short-Term);Domestic production;CO2;Libya;48.9946;Million tonnes CO2 eq.;13.45134118;Africa;no
2002;Climate Change (Short-Term);Domestic production;N2O;Libya;1.07581;Million tonnes CO2 eq.;13.45134118;Africa;no
2003;Climate Change (Short-Term);Consumption footprint;CH4;Libya;9.69378;Million tonnes CO2 eq.;13.45134118;Africa;no
2003;Climate Change (Short-Term);Consumption footprint;CO2;Libya;24.08718;Million tonnes CO2 eq.;13.45134118;Africa;no
2003;Climate Change (Short-Term);Consumption footprint;N2O;Libya;1.52035;Million tonnes CO2 eq.;13.45134118;Africa;no
2003;Climate Change (Short-Term);Domestic production;CH4;Libya;38.22648;Million tonnes CO2 eq.;13.45134118;Africa;no
2003;Climate Change (Short-Term);Domestic production;CO2;Libya;52.70278;Million tonnes CO2 eq.;13.45134118;Africa;no
2003;Climate Change (Short-Term);Domestic production;N2O;Libya;1.09455;Million tonnes CO2 eq.;13.45134118;Africa;no
2004;Climate Change (Short-Term);Consumption footprint;CH4;Libya;8.82137;Million tonnes CO2 eq.;13.45134118;Africa;no
2004;Climate Change (Short-Term);Consumption footprint;CO2;Libya;21.65643;Million tonnes CO2 eq.;13.45134118;Africa;no
2004;Climate Change (Short-Term);Consumption footprint;N2O;Libya;1.57174;Million tonnes CO2 eq.;13.45134118;Africa;no
2004;Climate Change (Short-Term);Domestic production;CH4;Libya;37.66417;Million tonnes CO2 eq.;13.45134118;Africa;no
2004;Climate Change (Short-Term);Domestic production;CO2;Libya;53.06642;Million tonnes CO2 eq.;13.45134118;Africa;no
2004;Climate Change (Short-Term);Domestic production;N2O;Libya;1.14891;Million tonnes CO2 eq.;13.45134118;Africa;no
2005;Climate Change (Short-Term);Consumption footprint;CH4;Libya;8.77473;Million tonnes CO2 eq.;13.45134118;Africa;no
2005;Climate Change (Short-Term);Consumption footprint;CO2;Libya;20.0279;Million tonnes CO2 eq.;13.45134118;Africa;no
2005;Climate Change (Short-Term);Consumption footprint;N2O;Libya;1.52986;Million tonnes CO2 eq.;13.45134118;Africa;no
2005;Climate Change (Short-Term);Domestic production;CH4;Libya;41.58604;Million tonnes CO2 eq.;13.45134118;Africa;no
2005;Climate Change (Short-Term);Domestic production;CO2;Libya;54.46709;Million tonnes CO2 eq.;13.45134118;Africa;no
2005;Climate Change (Short-Term);Domestic production;N2O;Libya;1.20963;Million tonnes CO2 eq.;13.45134118;Africa;no
2006;Climate Change (Short-Term);Consumption footprint;CH4;Libya;8.35374;Million tonnes CO2 eq.;13.45134118;Africa;no
2006;Climate Change (Short-Term);Consumption footprint;CO2;Libya;19.02736;Million tonnes CO2 eq.;13.45134118;Africa;no
2006;Climate Change (Short-Term);Consumption footprint;N2O;Libya;1.49808;Million tonnes CO2 eq.;13.45134118;Africa;no
2006;Climate Change (Short-Term);Domestic production;CH4;Libya;42.35525;Million tonnes CO2 eq.;13.45134118;Africa;no
2006;Climate Change (Short-Term);Domestic production;CO2;Libya;54.15732;Million tonnes CO2 eq.;13.45134118;Africa;no
2006;Climate Change (Short-Term);Domestic production;N2O;Libya;1.26607;Million tonnes CO2 eq.;13.45134118;Africa;no
2007;Climate Change (Short-Term);Consumption footprint;CH4;Libya;8.62761;Million tonnes CO2 eq.;13.45134118;Africa;no
2007;Climate Change (Short-Term);Consumption footprint;CO2;Libya;19.29637;Million tonnes CO2 eq.;13.45134118;Africa;no
2007;Climate Change (Short-Term);Consumption footprint;N2O;Libya;1.55356;Million tonnes CO2 eq.;13.45134118;Africa;no
2007;Climate Change (Short-Term);Domestic production;CH4;Libya;40.39492;Million tonnes CO2 eq.;13.45134118;Africa;no
2007;Climate Change (Short-Term);Domestic production;CO2;Libya;49.95914;Million tonnes CO2 eq.;13.45134118;Africa;no
2007;Climate Change (Short-Term);Domestic production;N2O;Libya;1.266;Million tonnes CO2 eq.;13.45134118;Africa;no
2008;Climate Change (Short-Term);Consumption footprint;CH4;Libya;10.8437;Million tonnes CO2 eq.;13.45134118;Africa;no
2008;Climate Change (Short-Term);Consumption footprint;CO2;Libya;24.77521;Million tonnes CO2 eq.;13.45134118;Africa;no
2008;Climate Change (Short-Term);Consumption footprint;N2O;Libya;1.98841;Million tonnes CO2 eq.;13.45134118;Africa;no
2008;Climate Change (Short-Term);Domestic production;CH4;Libya;41.49273;Million tonnes CO2 eq.;13.45134118;Africa;no
2008;Climate Change (Short-Term);Domestic production;CO2;Libya;53.19641;Million tonnes CO2 eq.;13.45134118;Africa;no
2008;Climate Change (Short-Term);Domestic production;N2O;Libya;1.31598;Million tonnes CO2 eq.;13.45134118;Africa;no
2009;Climate Change (Short-Term);Consumption footprint;CH4;Libya;12.84283;Million tonnes CO2 eq.;13.45134118;Africa;no
2009;Climate Change (Short-Term);Consumption footprint;CO2;Libya;33.48192;Million tonnes CO2 eq.;13.45134118;Africa;no
2009;Climate Change (Short-Term);Consumption footprint;N2O;Libya;2.73978;Million tonnes CO2 eq.;13.45134118;Africa;no
2009;Climate Change (Short-Term);Domestic production;CH4;Libya;37.89995;Million tonnes CO2 eq.;13.45134118;Africa;no
2009;Climate Change (Short-Term);Domestic production;CO2;Libya;55.59013;Million tonnes CO2 eq.;13.45134118;Africa;no
2009;Climate Change (Short-Term);Domestic production;N2O;Libya;1.3883;Million tonnes CO2 eq.;13.45134118;Africa;no
2010;Climate Change (Short-Term);Consumption footprint;CH4;Libya;12.43964;Million tonnes CO2 eq.;13.45134118;Africa;no
2010;Climate Change (Short-Term);Consumption footprint;CO2;Libya;32.02074;Million tonnes CO2 eq.;13.45134118;Africa;no
2010;Climate Change (Short-Term);Consumption footprint;N2O;Libya;2.5304;Million tonnes CO2 eq.;13.45134118;Africa;no
2010;Climate Change (Short-Term);Domestic production;CH4;Libya;40.52652;Million tonnes CO2 eq.;13.45134118;Africa;no
2010;Climate Change (Short-Term);Domestic production;CO2;Libya;59.47591;Million tonnes CO2 eq.;13.45134118;Africa;no
2010;Climate Change (Short-Term);Domestic production;N2O;Libya;1.45553;Million tonnes CO2 eq.;13.45134118;Africa;no
2011;Climate Change (Short-Term);Consumption footprint;CH4;Libya;13.692;Million tonnes CO2 eq.;13.45134118;Africa;no
2011;Climate Change (Short-Term);Consumption footprint;CO2;Libya;30.49099;Million tonnes CO2 eq.;13.45134118;Africa;no
2011;Climate Change (Short-Term);Consumption footprint;N2O;Libya;2.39281;Million tonnes CO2 eq.;13.45134118;Africa;no
2011;Climate Change (Short-Term);Domestic production;CH4;Libya;23.23497;Million tonnes CO2 eq.;13.45134118;Africa;no
2011;Climate Change (Short-Term);Domestic production;CO2;Libya;41.1014;Million tonnes CO2 eq.;13.45134118;Africa;no
2011;Climate Change (Short-Term);Domestic production;N2O;Libya;1.29424;Million tonnes CO2 eq.;13.45134118;Africa;no
2012;Climate Change (Short-Term);Consumption footprint;CH4;Libya;17.29406;Million tonnes CO2 eq.;13.45134118;Africa;no
2012;Climate Change (Short-Term);Consumption footprint;CO2;Libya;37.86412;Million tonnes CO2 eq.;13.45134118;Africa;no
2012;Climate Change (Short-Term);Consumption footprint;N2O;Libya;3.21467;Million tonnes CO2 eq.;13.45134118;Africa;no
2012;Climate Change (Short-Term);Domestic production;CH4;Libya;34.4985;Million tonnes CO2 eq.;13.45134118;Africa;no
2012;Climate Change (Short-Term);Domestic production;CO2;Libya;51.93007;Million tonnes CO2 eq.;13.45134118;Africa;no
2012;Climate Change (Short-Term);Domestic production;N2O;Libya;1.44223;Million tonnes CO2 eq.;13.45134118;Africa;no
2013;Climate Change (Short-Term);Consumption footprint;CH4;Libya;18.05759;Million tonnes CO2 eq.;13.45134118;Africa;no
2013;Climate Change (Short-Term);Consumption footprint;CO2;Libya;44.52919;Million tonnes CO2 eq.;13.45134118;Africa;no
2013;Climate Change (Short-Term);Consumption footprint;N2O;Libya;3.88033;Million tonnes CO2 eq.;13.45134118;Africa;no
2013;Climate Change (Short-Term);Domestic production;CH4;Libya;27.25988;Million tonnes CO2 eq.;13.45134118;Africa;no
2013;Climate Change (Short-Term);Domestic production;CO2;Libya;53.04344;Million tonnes CO2 eq.;13.45134118;Africa;no
